Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);COD_DIS;DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
560;;MARQUESINA MOD XXI 4-M REDUCIDA;11;CARABANCHEL;VIA CARPETANA;CALLE;Nº 81;ESQ C/ DEL MOCHUELO;Pº ERMITA SANTO;VIA CARPETANA, CALLE Nº81 ESQ C/ DEL MOCHUELO Pº ERMITA SANTO;437516;4472193;SI;17/25/N16/;437406,5455;4471985,532;-3,7375668;40,39612232
565;;MARQUESINA MOD XXI 4-M STD;11;CARABANCHEL;VIA CARPETANA;CALLE;Nº 145;FTE C/ DE LA LAGUNA;Pº  ERMITA DEL SANTO;VIA CARPETANA, CALLE Nº145 FTE C/ DE LA LAGUNA Pº  ERMITA DEL SANTO;437159;4471758;SI;17/;437049,5427;4471550,534;-3,74173019;40,39217675
566;;MARQUESINA MOD XXI 4-M STD;10;LATINA;VIA CARPETANA;CALLE;Nº 0;FRT AL Nº 185;GTA DEL EJERCITO;VIA CARPETANA, CALLE Nº FRT AL Nº 185 GTA DEL EJERCITO;436953;4471489;SI;17/;436843,5411;4471281,534;-3,74413059;40,3897379
571;;MARQUESINA MOD XXI 5-M STD;10;LATINA;OCAÑA;CALLE;Nº 100;ESQ C/ NTRA. SRA. DE LA LUZ;C/ LOS YEBENES;OCAÑA, CALLE Nº100 ESQ C/ NTRA. SRA. DE LA LUZ C/ LOS YEBENES;436184,825;4471023,782;SI;17/N26/;436075,3661;4470816,322;-3,753134064;40,38548847
572;;MARQUESINA MOD XXI 5-M REDUCIDA ;10;LATINA;OCAÑA;CALLE;Nº 21;ESQ C/ CAMARENA;C/ MAQUEDA;OCAÑA, CALLE Nº21 ESQ C/ CAMARENA C/ VALMOJADO;435777;4470903;SI;17/;435667,5424;4470695,543;-3,757926284;40,38436906
575;;MARQUESINA MOD XXI 5-M STD;10;LATINA;VALMOJADO;CALLE;Nº 0;DESP DE C/ MAQUEDA;AV. POBLADOS;VALMOJADO, CALLE Nº0 DESPUÉS DE C/ MAQUEDA AV. POBLADOS;435516,7504;4471116,349;SI;17/138/;435407,2974;4470908,896;-3,76101371;40,38627089
577;;MARQUESINA MOD XXI 4-M STD;15;CIUDAD LINEAL;VIRGEN DEL PORTILLO;CALLE;Nº 41;ESQ C/ VIRGEN DE LA NOVENA 5M;VIRGEN NOVENA;VIRGEN DEL PORTILLO, CALLE Nº 39 ESQ C/ VIRGEN DE LA NOVENA 5M VIRGEN NOVENA;445145,9082;4476890,338;SI;48/146/;445036,4704;4476682,797;-3,648071699;40,43897647
578;7574;MARQUESINA MOD XXI 4-M STD;10;LATINA;RAFAEL FINAT;AV;Nº 2;DESP AV LAS AGUILAS;AV AVIACION;RAFAEL FINAT, AV Nº2 DESP AV LAS AGUILAS AV AVIACION;435155;4470826;SI;17/138/483/487/;435045,5458;4470618,549;-3,765245808;40,38362721
580;7577;MARQUESINA MOD XXI 4-M STD;10;LATINA;RAFAEL FINAT;AV;Nº 36;ANT C/ GENERAL MILLAN ASTRAY;AV AVIACION;RAFAEL FINAT, AV Nº36 ANT DE  C/ GENERAL MILLAN ASTRAY AV AVIACION;434937;4470592;SI;17/138/483/487/;434827,5444;4470384,55;-3,767789989;40,38150223
582;;MARQUESINA MOD XXI 4-M STD;10;LATINA;RAFAEL FINAT;AV;Nº 0;FTE Nº 67;AV AVIACION;RAFAEL FINAT, AV FTE Nº 67 AV AVIACION;434678;4470306;SI;17/138/;434568,5426;4470098,551;-3,770811635;40,37890554
584;;MARQUESINA MOD XXI 4-M STD;10;LATINA;BLAS CABRERA;CALLE;Nº 57;ESQ C/VALLE INCLAN;C/ LAS AGUILAS;BLAS CABRERA, CALLE Nº57 ESQ C/VALLE INCLAN C/LAS AGUILAS;434355,275;4470379,072;SI;17/139/;434245,8208;4470171,627;-3,774620653;40,37953843
585;;MARQUESINA MOD XXI 5-M REDUCIDA ;10;LATINA;BLAS CABRERA;CALLE;Nº 50;FTE  Nº 69;C/ GENERAL MILLÁN ASTRAY;BLAS CABRERA, CALLE Nº50 FTE AL Nº 69 C/ GENERAL MILLÁN ASTRAY;434391,1938;4470290,587;SI;17/34/138/139/;434281,7382;4470083,141;-3,774188438;40,37874415
586;;MARQUESINA MOD XXI 5-M STD;10;LATINA;BLAS CABRERA;CALLE;Nº 0;ESQ. C/ LAS AGUILAS;C/ RAFAEL FINAT;BLAS CABRERA, CALLE  ESQ C/ LAS AGUILAS C/ RAFAEL FINAT;434280,0146;4470622,882;SI;139/;434170,564;4470415,439;-3,775532329;40,38172884
589;15777;MARQUESINA MOD XXI 5-M REDUCIDA;11;CARABANCHEL;NUESTRA SEÑORA DE FATIMA;AV;Nº 31;ESQ C/JUANA UROSA;VIA CARPETANA;NTRA. SRA. DE FATIMA, AV Nº31 ESQ C/JUANA UROSA VIA CARPETANA;436791;4470969;SI;17/35/N17/N26/481/486/;436681,5362;4470761,533;-3,745987546;40,3850412
590;;MARQUESINA MOD XXI 5-M REDUCIDA ;11;CARABANCHEL;MARCELINO CAMACHO;Pº;Nº 62;ESQ. C/DOCTOR URQUIOLA;GTA DEL EJERCITO;MARCELINO CAMACHO, Pº Nº62 ESQ. C/DOCTOR URQUIOLA GTA DEL EJERCITO;436940;4471258;SI;17/35/N26/;436830,5387;4471050,533;-3,744260868;40,38765595
592;;MARQUESINA MOD XXI 5-M STD;10;LATINA;VIA CARPETANA;CALLE;Nº 0;ESQ Pº ERMITA DEL SANTO;Pº ERMITA SANTO;VIA CARPETANA, CALLE Nº0 ANT Pº ERMITA DEL SANTO Pº ERMITA SANTO;438582;4473208;SI;17/N16/;438472,5514;4473000,525;-3,725104634;40,40534527
594;;MARQUESINA MOD XXI 5-M STD;2;ARGANZUELA;TOLEDO;CALLE;Nº 120;ESQ. PUERTA TOLEDO;GTA PIRAMIDES;TOLEDO, CALLE Nº120 ESQ. PUERTA TOLEDO GTA PIRAMIDES;439682,919;4473280,038;SI;18/23/35/N26/;439573,4657;4473072,551;-3,712138091;40,40607474
596;;MARQUESINA MOD XXI 4-M STD;9;MONCLOA - ARAVACA;PINTOR ROSALES;Pº;Nº 0;FTE Nº 16;C/ BAILEN;PINTOR ROSALES, Pº Nº0 FTE Nº 16 C/ BAILEN;439138,102;4475463,59;SI;62/74/;439028,6753;4475256,121;-3,718767366;40,42570559
